epochs,training_loss,training_accuracy,testing_loss,testing_accuracy
1,1.5252418426103647,0.5316,1.495125,0.5267
2,1.2293525271912988,0.58664,1.2685625,0.5745
3,1.1162034548944337,0.61846,1.1049375,0.6001
4,1.0391298784388996,0.64214,1.062875,0.6343
5,0.9996257197696736,0.64786,0.990125,0.6363
6,0.9596180422264875,0.66694,0.91775,0.6509
7,0.9267306461932182,0.68624,1.04975,0.6687
8,0.9035719769673703,0.69768,1.0265625,0.6727
9,0.881492002559181,0.69784,1.0180625,0.6739
10,0.8615508637236085,0.71074,0.9714375,0.6807
11,0.8474165067178503,0.71922,0.9908125,0.6893
12,0.8337492002559181,0.72136,0.9826875,0.6925
13,0.8224504158669226,0.72274,0.954125,0.6935
14,0.8085009596928983,0.72588,1.0245625,0.6917
15,0.7931759436980166,0.72254,1.00075,0.693
16,0.78329814459373,0.73616,0.9996875,0.7001
17,0.7785207933461292,0.73694,0.9835,0.7017
18,0.7718144593730006,0.74108,0.980875,0.7034
19,0.756387715930902,0.7414,1.026375,0.7054
20,0.754787587971849,0.74444,1.0503125,0.7093
21,0.7415419065898912,0.75064,1.0324375,0.713
22,0.7387172104926424,0.75578,1.0405,0.7093
23,0.7284107485604607,0.75298,0.9155625,0.7066
24,0.7214305822136916,0.75464,1.20325,0.7147
25,0.7165028790786948,0.75368,1.111625,0.7106
26,0.7016026871401152,0.75756,1.107875,0.7135
27,0.706319257837492,0.75758,0.9683125,0.7132
28,0.7053864363403711,0.76404,1.05825,0.7148
29,0.6918112603966731,0.76674,1.138875,0.7208
30,0.6905188739603326,0.7662,0.9798125,0.7215
31,0.6833730006397953,0.7716,0.9925,0.7213
32,0.6792207293666027,0.7733,1.033,0.726
33,0.6827818298144595,0.77086,0.96675,0.7225
34,0.6732360844529751,0.77492,1.0506875,0.7284
35,0.6701810620601407,0.77124,1.000625,0.7276
36,0.6718854766474728,0.7746,0.96525,0.7297
37,0.6577581573896353,0.77692,0.8696875,0.7271
38,0.6530812539987204,0.78074,0.8940625,0.7281
39,0.6548189379398592,0.78156,0.98125,0.7355
40,0.6557747920665388,0.7808,0.9736875,0.7304
41,0.6450959692898273,0.77892,0.9113125,0.7307
42,0.6430499040307102,0.78142,0.957375,0.7329
43,0.6420838131797825,0.7836,1.005875,0.7269
44,0.6412674344209853,0.7834,1.06875,0.7283
45,0.6369181062060141,0.78544,1.0053125,0.7265
46,0.6308624440179142,0.78812,0.9943125,0.7334
47,0.6285534229046705,0.7874,0.9733125,0.7333
48,0.6270531030070378,0.78898,0.9095625,0.7388
49,0.6258067818298144,0.78918,0.982375,0.7356
50,0.6228362124120281,0.79562,0.8208125,0.7388
