epochs,training_loss,training_accuracy,testing_loss,testing_accuracy
1,0.3950812518596649,0.8945666666666666,0.38039135932922363,0.9013
2,0.3016974925994873,0.9161666666666667,0.2955525517463684,0.9175
3,0.26195064187049866,0.92575,0.2572367787361145,0.9276
4,0.23323173820972443,0.9350333333333334,0.2312280237674713,0.9345
5,0.21128349006175995,0.9409333333333333,0.21213804185390472,0.9384
6,0.19142530858516693,0.9462666666666667,0.1956135779619217,0.9449
7,0.17657265067100525,0.9493666666666667,0.18399618566036224,0.9467
8,0.16142618656158447,0.9546833333333333,0.16991251707077026,0.9487
9,0.15069295465946198,0.95735,0.16069132089614868,0.9516
10,0.14014092087745667,0.9609333333333333,0.15166443586349487,0.9556
11,0.13212646543979645,0.9623833333333334,0.14797429740428925,0.9567
12,0.12126009166240692,0.9652,0.13694067299365997,0.9608
13,0.11553069204092026,0.96745,0.13404680788516998,0.9609
14,0.1086483746767044,0.9691166666666666,0.1293688267469406,0.9621
15,0.10340513288974762,0.9705833333333334,0.12453317642211914,0.9642
16,0.09649734944105148,0.9731,0.11995647847652435,0.9648
17,0.0923583135008812,0.9738666666666667,0.11701430380344391,0.9652
18,0.08804893493652344,0.9752166666666666,0.11383691430091858,0.9672
19,0.08260449767112732,0.9769,0.1101052388548851,0.9674
20,0.0805194303393364,0.9772833333333333,0.11024712026119232,0.9687
21,0.0759752094745636,0.97865,0.1088481917977333,0.9677
22,0.07317692786455154,0.9789833333333333,0.10507399588823318,0.9685
23,0.07098789513111115,0.97975,0.10582379251718521,0.9687
24,0.06596022844314575,0.9819833333333333,0.10132778435945511,0.9713
25,0.06325298547744751,0.982,0.09914319217205048,0.9717
